fight_id,event_id,event_name,event_date,weight_class,title_fight,winner_id,method,finish_round,rounds_fought,fighter_id,fighter_name,fighter_nick_name,height,weight_lbs,reach_inches,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,kd,sig_landed,sig_atmp,str_landed,str_atmp,td_landed,td_atmp,sub_att,rev,total_sig_str_landed_head,total_sig_str_atmp_head,total_sig_str_landed_body,total_sig_str_atmp_body,total_sig_str_landed_leg,total_sig_str_atmp_leg,total_sig_str_landed_distance,total_sig_str_atmp_distance,total_sig_str_landed_clinch,total_sig_str_atmp_clinch,total_sig_str_landed_ground,total_sig_str_atmp_ground,ctrl_seconds,opponent_id,opponent_name,won,fight_seconds,prior_sig_landed_sum,prior_sig_atmp_sum,prior_str_landed_sum,prior_str_atmp_sum,prior_td_landed_sum,prior_td_atmp_sum,prior_sub_att_sum,prior_kd_sum,prior_rev_sum,prior_ctrl_seconds_sum,prior_fight_seconds_sum,prior_won_sum,prior_fight_count,pre_slpm,pre_sapm,pre_str_acc,pre_td_avg,pre_td_acc,pre_sub_avg,pre_kd_avg,pre_ctrl_pct,pre_win_pct,age_at_fight,opp_sig_landed,opp_sig_atmp,opp_td_landed,opp_td_atmp,prior_opp_sig_landed_sum,prior_opp_sig_atmp_sum,prior_opp_td_landed_sum,prior_opp_td_atmp_sum,pre_str_def,pre_td_def
933cf2674503c63d,42c96a9c4802e2e1,UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Lightweight,0,0052de90691d4a93,Submission,1,1,0052de90691d4a93,Davi Ramos,Tasmanian Devil,"5' 6""",155.0,70.0,Orthodox,1986-11-05,2.64,37,3.44,56,1.95,40,83,0.6,0,4,5,4,5,1,1,1,0,3,4,1,1,0,0,0,1,0,0,4,4,105,3956bdc8ab2e54b3,John Gunther,1,300,96.0,258.0,113.0,279.0,6.0,11.0,2.0,0.0,0.0,363.0,2100.0,2.0,3,2.742857142857143,2.4571428571428573,0.37209302325581395,2.5714285714285716,0.5454545454545454,0.8571428571428571,0.0,0.17285714285714285,0.6666666666666666,32.01368925393566,1,3,0,0,86.0,196.0,0.0,0.0,0.5612244897959184,
65c1ca715dfdbe05,6b8f28da9a483049,UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Lightweight,0,0052de90691d4a93,Decision - Unanimous,3,3,0052de90691d4a93,Davi Ramos,Tasmanian Devil,"5' 6""",155.0,70.0,Orthodox,1986-11-05,2.64,37,3.44,56,1.95,40,83,0.6,0,63,114,76,128,3,7,0,0,44,86,7,15,12,13,41,92,5,5,17,17,245,d2cd7a69cc55e7ed,Austin Hubbard,1,900,100.0,263.0,117.0,284.0,7.0,12.0,3.0,0.0,0.0,468.0,2400.0,3.0,4,2.5,2.175,0.38022813688212925,2.625,0.5833333333333334,1.125,0.0,0.195,0.75,32.53114305270363,44,116,0,0,87.0,199.0,0.0,0.0,0.5628140703517588,
849eb47d349f3fe4,a79bfbc01b2264d6,UFC 242: Khabib vs. Poirier,2019-09-07,Lightweight,0,275aca31f61ba28c,Decision - Unanimous,3,3,0052de90691d4a93,Davi Ramos,Tasmanian Devil,"5' 6""",155.0,70.0,Orthodox,1986-11-05,2.64,37,3.44,56,1.95,40,83,0.6,0,7,58,27,80,0,1,0,0,5,43,1,14,1,1,5,56,2,2,0,0,25,275aca31f61ba28c,Islam Makhachev,0,900,163.0,377.0,193.0,412.0,10.0,19.0,3.0,0.0,0.0,713.0,3300.0,4.0,5,2.963636363636364,2.381818181818182,0.4323607427055703,2.7272727272727275,0.5263157894736842,0.8181818181818181,0.0,0.21606060606060606,0.8,32.837782340862425,43,95,0,1,131.0,315.0,0.0,0.0,0.584126984126984,
ecb24300bb3bef8c,ddbd0d6259ce57cc,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Lightweight,0,eae48ff31db420c2,Decision - Unanimous,3,3,0052de90691d4a93,Davi Ramos,Tasmanian Devil,"5' 6""",155.0,70.0,Orthodox,1986-11-05,2.64,37,3.44,56,1.95,40,83,0.6,0,33,103,49,122,0,5,0,0,20,82,10,18,3,3,29,92,4,7,0,4,18,eae48ff31db420c2,Arman Tsarukyan,0,900,170.0,435.0,220.0,492.0,10.0,20.0,3.0,0.0,0.0,738.0,4200.0,4.0,6,2.4285714285714284,2.4857142857142858,0.39080459770114945,2.142857142857143,0.5,0.6428571428571429,0.0,0.1757142857142857,0.6666666666666666,33.700205338809035,91,197,1,5,174.0,410.0,0.0,1.0,0.575609756097561,1.0
d784682682e30180,edd8d5d8089a35f8,DWCS 2.2,2018-06-19,Welterweight,0,8be158ca1e5ea6a0,KO/TKO,2,2,006efbb0c1621fd7,Tyler Hill,,"6' 3""",170.0,,Switch,1991-08-10,3.64,39,5.33,47,0.0,0,0,0.0,0,26,66,26,67,0,1,0,0,13,47,4,10,9,9,26,66,0,0,0,0,0,8be158ca1e5ea6a0,Dwight Grant,0,600,,,,,,,,,,,,,0,,,,,,,,,,26.858316221765914,38,72,0,0,,,,,,
1e440a1425f1d0a7,231926533134ec1f,Strikeforce Challengers 12,2010-11-19,Light Heavyweight,0,9bff1b4c37ebbede,Decision - Unanimous,3,0,008c6e1a25751575,Wesley Little,,"6' 4""",205.0,,,,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9bff1b4c37ebbede,Jacob Noe,0,300,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,,,,,,
f54a156c054bca14,cf9d24e4bd0cf2ce,Strikeforce Challengers 8,2010-05-21,Lightweight,0,50d2f0018bcf9eef,Decision - Unanimous,3,3,008cf84faae9c7a5,Bryan Travers,,,155.0,,,1983-04-11,2.33,48,3.93,55,2.0,28,63,0.0,0,35,72,73,111,2,7,0,0,12,48,8,9,15,15,24,56,11,16,0,0,0,50d2f0018bcf9eef,Pat Healy,0,900,,,,,,,,,,,,,0,,,,,,,,,,27.110198494182068,59,132,4,11,,,,,,
39c0c09f8976dafa,947eccadb72f4f6f,Strikeforce Challengers 14,2011-02-18,Catch Weight,0,4f853e98886283cf,Submission,1,0,008cf84faae9c7a5,Bryan Travers,,,155.0,,,1983-04-11,2.33,48,3.93,55,2.0,28,63,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4f853e98886283cf,Carlo Prater,0,300,35.0,72.0,73.0,111.0,2.0,7.0,0.0,0.0,0.0,0.0,900.0,0.0,1,2.3333333333333335,3.933333333333333,0.4861111111111111,2.0,0.2857142857142857,0.0,0.0,0.0,0.0,27.857631759069132,0,0,0,0,59.0,132.0,4.0,11.0,0.553030303030303,0.6363636363636364
bd057764cb51f065,ad32471f01e7b1a5,UFC 119: Mir vs Cro Cop,2010-09-25,Heavyweight,0,008dc37cca279def,Submission,1,1,008dc37cca279def,Sean McCorkle,,"6' 7""",265.0,81.0,Orthodox,1976-07-17,0.85,44,2.48,52,2.12,40,33,4.2,0,0,4,0,4,0,2,2,0,0,4,0,0,0,0,0,4,0,0,0,0,0,eef9b891edbd4604,Mark Hunt,1,300,,,,,,,,,,,,,0,,,,,,,,,,34.19028062970568,2,8,1,1,,,,,,
ed6a02c8dcc6f922,132f860d02953f4c,UFC 124: St-Pierre vs Koscheck 2,2010-12-11,Heavyweight,0,ebc1f40e00e0c481,KO/TKO,1,1,008dc37cca279def,Sean McCorkle,,"6' 7""",265.0,81.0,Orthodox,1976-07-17,0.85,44,2.48,52,2.12,40,33,4.2,0,4,9,8,13,1,1,2,0,4,9,0,0,0,0,0,1,0,0,4,8,188,ebc1f40e00e0c481,Stefan Struve,0,300,0.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,300.0,1.0,1,0.0,0.4,0.0,0.0,0.0,6.0,0.0,0.0,1.0,34.40109514031485,11,19,0,0,2.0,8.0,1.0,1.0,0.75,0.0
774f7eed6b0180be,8a59d346dc976a10,UFC Fight Night: Nogueira vs Davis,2011-03-26,Heavyweight,0,80779d7441af1b52,Submission,2,2,008dc37cca279def,Sean McCorkle,,"6' 7""",265.0,81.0,Orthodox,1976-07-17,0.85,44,2.48,52,2.12,40,33,4.2,0,8,14,12,19,1,2,0,0,6,12,2,2,0,0,5,10,0,1,3,3,78,80779d7441af1b52,Christian Morecraft,0,600,4.0,13.0,8.0,17.0,1.0,3.0,4.0,0.0,0.0,188.0,600.0,1.0,2,0.4,1.3,0.3076923076923077,1.5,0.3333333333333333,6.0,0.0,0.31333333333333335,0.5,34.68856947296372,22,46,1,2,13.0,27.0,1.0,1.0,0.5185185185185186,0.0
61fe99ff744ac061,7fb4234670271505,DWCS 4.4,2020-08-25,Flyweight,0,008ea710276c9606,Decision - Unanimous,3,3,008ea710276c9606,Jeff Molina,El Jefe,"5' 6""",125.0,69.0,Orthodox,1997-07-17,7.25,48,5.04,55,0.0,0,66,0.0,0,76,199,86,212,0,2,0,0,44,156,21,30,11,13,59,176,17,23,0,0,143,f6f2ea21a67be3a7,Jacob Silva,1,900,,,,,,,,,,,,,0,,,,,,,,,,23.107460643394933,83,185,2,2,,,,,,
b5a8323de18f7e95,27541033b97c076d,UFC 261: Usman vs. Masvidal 2,2021-04-24,Flyweight,0,008ea710276c9606,Decision - Unanimous,3,3,008ea710276c9606,Jeff Molina,El Jefe,"5' 6""",125.0,69.0,Orthodox,1997-07-17,7.25,48,5.04,55,0.0,0,66,0.0,2,189,356,210,378,0,1,0,0,167,328,18,22,4,6,178,345,10,10,1,1,43,7d420039bbfe7c1a,Aoriqileng,1,900,76.0,199.0,86.0,212.0,0.0,2.0,0.0,0.0,0.0,143.0,900.0,1.0,1,5.066666666666666,5.533333333333333,0.38190954773869346,0.0,0.0,0.0,0.0,0.15888888888888889,1.0,23.770020533880903,116,258,3,4,83.0,185.0,2.0,2.0,0.5513513513513513,0.0
acec5f4c6fee1ae2,8a9c6c4301f6d088,UFC Fight Night: Costa vs. Vettori,2021-10-23,Flyweight,0,008ea710276c9606,KO/TKO,2,2,008ea710276c9606,Jeff Molina,El Jefe,"5' 6""",125.0,69.0,Orthodox,1997-07-17,7.25,48,5.04,55,0.0,0,66,0.0,1,47,62,106,131,0,0,0,0,39,54,6,6,2,2,9,13,0,0,38,49,206,31bb0772f21cabd8,Daniel Lacerda,1,600,265.0,555.0,296.0,590.0,0.0,3.0,0.0,2.0,0.0,186.0,1800.0,2.0,2,8.833333333333334,6.633333333333334,0.4774774774774775,0.0,0.0,0.0,1.0,0.10333333333333333,1.0,24.268309377138944,20,25,0,2,199.0,443.0,5.0,6.0,0.5507900677200903,0.16666666666666663
7e20b0536fbbd560,57591bbf1623574e,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,Flyweight,0,008ea710276c9606,Decision - Split,3,3,008ea710276c9606,Jeff Molina,El Jefe,"5' 6""",125.0,69.0,Orthodox,1997-07-17,7.25,48,5.04,55,0.0,0,66,0.0,0,56,148,129,226,0,0,0,0,43,133,6,7,7,8,49,139,5,7,2,2,14,55fa6ce3e522c8bb,Zhalgas Zhumagulov,1,900,312.0,617.0,402.0,721.0,0.0,3.0,0.0,3.0,0.0,392.0,2400.0,3.0,3,7.8,5.475,0.5056726094003241,0.0,0.0,0.0,1.125,0.16333333333333333,1.0,24.88158795345654,37,112,2,13,219.0,468.0,5.0,8.0,0.532051282051282,0.375
cd8cdb539deaa47f,dbd198f780286aca,UFC 251: Usman vs. Masvidal,2020-07-11,Light Heavyweight,0,009341ed974bad72,KO/TKO,2,2,009341ed974bad72,Jiri Prochazka,,"6' 3""",205.0,80.0,Orthodox,1992-10-14,5.61,55,5.67,45,0.49,60,68,0.2,1,33,73,33,73,0,0,0,0,29,67,3,5,1,1,33,73,0,0,0,0,2,0845c81e37d3bcb3,Volkan Oezdemir,1,600,,,,,,,,,,,,,0,,,,,,,,,,27.73990417522245,41,92,0,1,,,,,,
394802bb096b403e,d57e6a8971b6d2bd,UFC Fight Night: Reyes vs. Prochazka,2021-05-01,Light Heavyweight,0,009341ed974bad72,KO/TKO,2,2,009341ed974bad72,Jiri Prochazka,,"6' 3""",205.0,80.0,Orthodox,1992-10-14,5.61,55,5.67,45,0.49,60,68,0.2,1,77,136,78,137,1,1,0,0,61,119,16,17,0,0,70,122,1,2,6,12,95,2e19380f34871c6a,Dominick Reyes,1,600,33.0,73.0,33.0,73.0,0.0,0.0,0.0,1.0,0.0,2.0,600.0,1.0,1,3.3,4.1,0.4520547945205479,0.0,,0.0,1.5,0.0033333333333333335,1.0,28.54483230663929,63,108,1,1,41.0,92.0,0.0,1.0,0.5543478260869565,1.0
fd49f89b9d97566b,3a24769a4855040a,UFC 275: Teixeira vs. Prochazka,2022-06-11,Light Heavyweight,1,009341ed974bad72,Submission,5,5,009341ed974bad72,Jiri Prochazka,,"6' 3""",205.0,80.0,Orthodox,1992-10-14,5.61,55,5.67,45,0.49,60,68,0.2,0,120,205,157,245,0,0,1,4,106,190,12,13,2,2,76,142,8,11,36,52,269,7ff97850e8c32bda,Glover Teixeira,1,1500,110.0,209.0,111.0,210.0,1.0,1.0,0.0,2.0,0.0,97.0,1200.0,2.0,2,5.5,5.2,0.5263157894736842,0.75,1.0,0.0,1.5,0.08083333333333333,1.0,29.65639972621492,111,161,5,17,104.0,200.0,1.0,2.0,0.48,0.5
b1f2ec122beda7a5,5a558ba1ff5e9121,UFC 295: Prochazka vs. Pereira,2023-11-11,Light Heavyweight,1,e5549c82bfb5582d,KO/TKO,2,2,009341ed974bad72,Jiri Prochazka,,"6' 3""",205.0,80.0,Orthodox,1992-10-14,5.61,55,5.67,45,0.49,60,68,0.2,0,30,53,44,70,1,3,0,0,18,37,7,10,5,6,26,49,2,2,2,2,165,e5549c82bfb5582d,Alex Pereira,0,600,230.0,414.0,268.0,455.0,1.0,1.0,1.0,2.0,4.0,366.0,2700.0,3.0,3,5.111111111111111,4.777777777777778,0.5555555555555556,0.33333333333333337,1.0,0.33333333333333337,0.6666666666666667,0.13555555555555557,1.0,31.07460643394935,38,61,0,0,215.0,361.0,6.0,19.0,0.40443213296398894,0.6842105263157895
eda1e8c285a0a788,6750e338922a099d,UFC 300: Pereira vs. Hill,2024-04-13,Light Heavyweight,0,009341ed974bad72,KO/TKO,2,2,009341ed974bad72,Jiri Prochazka,,"6' 3""",205.0,80.0,Orthodox,1992-10-14,5.61,55,5.67,45,0.49,60,68,0.2,0,69,118,69,118,1,1,0,0,56,101,5,9,8,8,45,87,7,7,17,24,38,333b9e5c723ac873,Aleksandar Rakic,1,600,260.0,467.0,312.0,525.0,2.0,4.0,1.0,2.0,4.0,531.0,3300.0,3.0,4,4.7272727272727275,4.6,0.556745182012848,0.5454545454545454,0.5,0.2727272727272727,0.5454545454545454,0.16090909090909092,0.75,31.496235455167692,58,109,0,0,253.0,422.0,6.0,19.0,0.40047393364928907,0.6842105263157895
bca5d01f8775f852,f3743d8ef5dde970,UFC 303: Pereira vs. Prochazka 2,2024-06-29,Light Heavyweight,1,e5549c82bfb5582d,KO/TKO,2,2,009341ed974bad72,Jiri Prochazka,,"6' 3""",205.0,80.0,Orthodox,1992-10-14,5.61,55,5.67,45,0.49,60,68,0.2,0,7,25,7,25,0,0,0,0,4,20,2,4,1,1,6,24,1,1,0,0,71,e5549c82bfb5582d,Alex Pereira,0,600,329.0,585.0,381.0,643.0,3.0,5.0,1.0,2.0,4.0,569.0,3900.0,4.0,5,5.061538461538461,4.7846153846153845,0.5623931623931624,0.6923076923076923,0.6,0.23076923076923078,0.46153846153846156,0.1458974358974359,0.8,31.707049965776864,38,50,0,0,311.0,531.0,6.0,19.0,0.4143126177024482,0.6842105263157895
959fea398ffa5778,39f68882def7a507,UFC 311: Makhachev vs. Moicano,2025-01-18,Light Heavyweight,0,009341ed974bad72,KO/TKO,3,3,009341ed974bad72,Jiri Prochazka,,"6' 3""",205.0,80.0,Orthodox,1992-10-14,5.61,55,5.67,45,0.49,60,68,0.2,2,97,165,101,170,0,0,0,0,73,132,19,23,5,10,71,129,10,13,16,23,22,5444c5a201d3ee5a,Jamahal Hill,1,900,336.0,610.0,388.0,668.0,3.0,5.0,1.0,2.0,4.0,640.0,4500.0,4.0,6,4.48,4.653333333333333,0.5508196721311476,0.6,0.6,0.2,0.4,0.14222222222222222,0.6666666666666666,32.26283367556468,81,177,0,0,349.0,581.0,6.0,19.0,0.39931153184165236,0.6842105263157895
2560ea97b2cce4ef,8944a0f9b2f0ce6d,UFC 320: Ankalaev vs. Pereira 2,2025-10-04,Light Heavyweight,0,009341ed974bad72,KO/TKO,3,3,009341ed974bad72,Jiri Prochazka,,"6' 3""",205.0,80.0,Orthodox,1992-10-14,5.61,55,5.67,45,0.49,60,68,0.2,1,71,138,71,138,0,0,0,0,44,100,16,25,11,13,61,127,10,11,0,0,12,749f572d1d3161fb,Khalil Rountree Jr.,1,900,433.0,775.0,489.0,838.0,3.0,5.0,1.0,4.0,4.0,662.0,5400.0,5.0,7,4.811111111111111,4.777777777777778,0.5587096774193548,0.5,0.6,0.16666666666666669,0.6666666666666667,0.12259259259259259,0.7142857142857143,32.9719370294319,66,158,0,0,430.0,758.0,6.0,19.0,0.43271767810026385,0.6842105263157895
a031f062b7ffefee,f3eb664db7fb1df3,UFC 327: Prochazka vs. Ulberg,2026-04-11,Light Heavyweight,1,9014c02eff8b3d62,KO/TKO,1,1,009341ed974bad72,Jiri Prochazka,,"6' 3""",205.0,80.0,Orthodox,1992-10-14,5.61,55,5.67,45,0.49,60,68,0.2,0,14,20,14,20,0,0,0,0,6,11,1,1,7,8,14,20,0,0,0,0,0,9014c02eff8b3d62,Carlos Ulberg,0,300,504.0,913.0,560.0,976.0,3.0,5.0,1.0,5.0,4.0,674.0,6300.0,6.0,8,4.8,4.723809523809524,0.552026286966046,0.42857142857142855,0.6,0.14285714285714288,0.7142857142857142,0.10698412698412699,0.75,33.489390828199866,27,42,0,0,496.0,916.0,6.0,19.0,0.4585152838427947,0.6842105263157895
6eb2195511126278,d0f3959b4a9747e6,DWCS 5.4,2021-09-21,Middleweight,0,009c4420727149ea,Submission,1,1,009c4420727149ea,AJ Dobson,,"6' 1""",185.0,76.0,Orthodox,1992-01-18,4.29,46,5.31,46,1.67,75,65,0.3,1,39,69,49,79,1,2,1,0,37,66,2,3,0,0,13,24,9,13,17,32,204,9a7ffa80766caa51,Hashem Arkhagha,1,300,,,,,,,,,,,,,0,,,,,,,,,,29.675564681724847,8,18,0,0,,,,,,
c16bda7548181613,cbb682f5fcc44bfc,UFC 271: Adesanya vs. Whittaker 2,2022-02-12,Middleweight,0,d4270315cbcf2569,Decision - Unanimous,3,3,009c4420727149ea,AJ Dobson,,"6' 1""",185.0,76.0,Orthodox,1992-01-18,4.29,46,5.31,46,1.67,75,65,0.3,0,52,90,68,110,0,0,0,0,41,79,6,6,5,5,44,78,5,9,3,3,27,d4270315cbcf2569,Jacob Malkoun,0,900,39.0,69.0,49.0,79.0,1.0,2.0,1.0,1.0,0.0,204.0,300.0,1.0,1,7.8,1.6,0.5652173913043478,3.0,0.5,3.0,3.0,0.68,1.0,30.069815195071868,80,128,6,16,8.0,18.0,0.0,0.0,0.5555555555555556,
1b204fc28bb023e6,885e7f70dcac0007,UFC 280: Oliveira vs. Makhachev,2022-10-22,Middleweight,0,369ea36e450ae62a,Decision - Unanimous,3,3,009c4420727149ea,AJ Dobson,,"6' 1""",185.0,76.0,Orthodox,1992-01-18,4.29,46,5.31,46,1.67,75,65,0.3,0,58,161,64,168,3,3,0,0,38,136,9,14,11,11,50,149,8,12,0,0,49,369ea36e450ae62a,Armen Petrosyan,0,900,91.0,159.0,117.0,189.0,1.0,2.0,1.0,1.0,0.0,231.0,1200.0,1.0,2,4.55,4.4,0.5723270440251572,0.75,0.5,0.75,0.75,0.1925,0.5,30.759753593429156,118,246,0,1,88.0,146.0,6.0,16.0,0.3972602739726028,0.625
