fighter_id,fighter_name,fighter_nick_name,height,weight_lbs,reach_inches,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
1c02b964466c10e4,Ramiro Jimenez,El Cachanilla,"5' 9""",145,73,Southpaw,1999-01-16,14.22,65,2.43,82,5.2,100,100,0.0
24174a3f44ce8e03,Chan-Mi Jeon,,"5' 5""",115,,Orthodox,1997-08-28,6.23,31,7.77,55,0.0,0,0,0.0
b9e871af730f826c,Ronald Jhun,The Machine Gun,"5' 11""",170,,Orthodox,1970-09-21,1.45,57,3.01,50,1.81,100,100,0.0
8677e67a75d65b8e,Baergeng Jieleyisi,,"5' 9""",145,71,Orthodox,1995-11-24,1.61,35,2.62,52,1.73,38,78,0.2
c14a683dac2ebc4c,Jiniushiyue,Little Vajra,"5' 8""",125,68,Southpaw,2000-12-09,2.7,44,2.53,48,2.26,53,50,0.0
bc3ec52ef70fc155,Ryan Jimmo,The Big Deal,"6' 1""",205,73,Orthodox,1981-11-27,3.12,66,2.77,46,0.45,28,87,0.0
4eccb78d628b2238,Jinensibieke Asikeerbai,,"5' 6""",155,69,Orthodox,1988-07-10,2.0,50,10.0,0,0.0,0,0,0.0
6e0e977beb909837,Sung Bin Jo,Korean Falcon,"6' 0""",145,72,Orthodox,1992-07-17,1.4,33,2.67,51,1.0,33,83,1.0
59d36ddfcb27b7dc,Gilbert Jimenez,,,155,,,,0.0,0,0.0,0,0.0,0,0,0.0
2a4200ead401a9ce,Carls John De Tomas,,"5' 5""",125,71,Southpaw,1996-08-28,1.74,37,3.93,44,1.37,33,66,0.0
ec52462a1b41f714,Brett Johns,The Pikey,"5' 7""",135,71,Orthodox,1992-02-21,2.86,49,3.84,53,4.92,49,58,1.0
46e0d677f91bacc0,Miles Johns,Chapo,"5' 7""",135,68,Orthodox,1994-03-30,3.37,44,2.97,65,1.2,26,77,0.0
365fee2da473b177,Anthony Johnson,Rumble,"6' 2""",205,78,Orthodox,1984-03-06,3.25,47,1.83,60,2.43,57,77,0.6
322a56923b396b4d,DaMarques Johnson,Darkness,"6' 1""",170,75,Orthodox,1982-06-28,2.11,37,3.75,51,1.18,55,19,0.7
a8fa0c4e95512806,Phil Johns,,"5' 2""",170,,Southpaw,1968-10-22,1.2,66,1.8,50,0.0,0,50,0.0
fa2fca260beeb9c0,Ricky Johnson,,"5' 8""",145,,Orthodox,,1.83,25,6.3,36,0.0,0,0,0.0
3641a0d117e9bc6c,Tony Johnson,,"6' 2""",205,76,Orthodox,1983-05-02,4.0,92,3.67,22,0.0,0,90,0.0
e6c5908910cc26e4,Lavar Johnson,Big,"6' 4""",240,82,Orthodox,1977-06-11,5.39,55,2.54,55,0.61,66,54,0.6
bf97ad31eae89429,Deshaun Johnson,,,167,,,1970-11-15,2.27,41,6.67,43,0.0,0,0,0.0
8a304bfd6bf04a57,Demetrious Johnson,Mighty Mouse,"5' 3""",125,66,Orthodox,1986-08-13,3.43,54,1.66,67,3.35,56,65,0.5
22f4b6cb6b1bd7fd,Devin Johnson,,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
511e82663651438d,Michael Johnson,The Menace,"5' 10""",155,73,Southpaw,1986-06-04,4.27,39,3.78,58,0.57,38,81,0.0
443835675e8fc6ca,Travis Johnson,,,205,,,,0.0,0,0.0,0,0.0,0,0,0.0
633a45d131192ffe,Kajan Johnson,Ragin',"5' 11""",155,75,Orthodox,1984-04-21,2.47,42,1.59,64,1.54,37,62,0.2
cc900af167fbedfd,Timothy Johnson,,"6' 3""",265,77,Southpaw,1985-03-13,3.43,45,3.08,44,1.09,24,69,0.0
a45bab49951a45cd,Tony Johnson,,"6' 1""",265,,,,2.0,53,4.73,31,2.0,22,0,0.0
36207c58e854cae5,Dashon Johnson,Flyboy,"5' 7""",145,,Orthodox,1988-01-25,1.01,69,3.83,35,0.85,33,63,0.8
99bcdf5eac39898f,Jordan Johnson,,"6' 2""",205,79,Orthodox,1988-11-18,3.45,47,2.64,53,3.25,42,100,1.2
552b09cbf13b6328,Taylor Johnson,Tombstone,"6' 0""",185,74,Switch,1990-11-09,5.09,60,1.13,33,8.49,100,100,0.0
6ce9a012e4c6020c,Chad Johnson,Big Rigg,"6' 2""",230,80,Orthodox,1986-07-22,5.92,68,7.8,40,0.0,0,0,0.0
ad5cb64af10fc946,Donte Johnson,Lock Jaw,"5' 8""",185,74,Southpaw,1999-01-25,3.11,48,2.0,61,2.0,100,75,0.7
1c3f5e85b59ec710,Brian Johnston,,"6' 3""",230,,Orthodox,1968-07-28,0.0,0,0.0,0,0.0,0,0,0.0
84f727cf0166d6f2,Jose Johnson,Zhakwarius,"6' 0""",125,71,Orthodox,1995-05-20,2.27,57,1.61,53,0.69,60,41,0.7
814e5233e2acf2ee,Charles Johnson,InnerG,"5' 9""",125,70,Switch,1991-01-10,4.54,49,3.88,55,0.47,16,66,0.4
3261aa79bf6caa64,Ben Johnston,,"6' 4""",185,76,Orthodox,1990-10-11,1.01,75,1.01,29,2.54,100,100,0.0
a6aa3157e1a1d104,Nikola Joksovic,,,170,,,1994-09-11,0.0,0,0.0,0,0.0,0,0,0.0
eeabcd4dc6619129,Daniel Jolly,The Werewolf of Texas,"6' 1""",205,75,Orthodox,1984-09-03,1.32,46,3.39,44,2.83,33,50,0.0
f341f9551ba744e2,Paul Jones,,"5' 9""",199,,Orthodox,1963-06-16,0.0,0,0.0,0,0.0,0,0,0.0
eebc23626e38f5dc,Liana Jojua,She Wolf,"5' 4""",125,62,Orthodox,1995-03-22,2.42,30,5.32,54,1.71,66,50,1.3
f117c3e8c1aa7b9e,Carlton Jones,,"6' 1""",225,,Orthodox,,2.32,41,3.58,56,4.02,50,57,2.7
f54fb3b9c4228142,Nathan Jones,,"6' 11""",345,,Orthodox,1970-08-21,0.0,0,0.0,0,0.0,0,0,0.0
8fa2b06572365321,Marcus Jones,The Darkness,"6' 6""",265,,Orthodox,1973-08-15,1.94,52,2.71,58,8.71,75,0,2.9
07f72a2a7591b409,Jon Jones,Bones,"6' 4""",248,84,Orthodox,1987-07-19,4.38,58,2.24,64,1.89,45,95,0.5
7b223a22a6c26868,Tito Jones,,"5' 8""",145,,Southpaw,1981-07-31,0.0,0,0.0,0,0.0,0,0,0.0
be8dfcf0442812b1,Roy Jones,,,205,,,1983-10-26,0.0,0,0.0,0,0.0,0,0,0.0
bc0f994de0521926,Jesse Jones,,"5' 9""",170,,,,0.0,0,0.0,0,0.0,0,0,0.0
04f0471f221db717,Victor Jones,,,145,,,,0.0,0,0.0,0,0.0,0,0,0.0
9b75954db8db2a08,Justin Jones,Black Dynamite,"5' 11""",185,,Orthodox,1987-09-06,1.7,36,3.17,45,1.0,15,46,0.5
329aff8e958a2997,Ben Jones,Blitzkrieg,,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
8a9f54b9056b07f5,Roshaun Jones,,"5' 8""",135,,,,0.0,0,0.0,0,0.0,0,0,0.0
509319d35664369e,Chris Jones,Lionheart,"5' 9""",149,,,1981-11-16,0.0,0,0.0,0,0.0,0,0,0.0
1dda22d0ac3d1271,Jamelle Jones,The Beast,"6' 0""",205,75,Orthodox,1988-01-31,1.78,80,3.11,65,0.0,0,0,0.0
f6ad6a1e4d600e0d,Mason Jones,The Dragon,"5' 10""",155,74,Orthodox,1995-04-26,5.98,42,4.45,50,3.48,55,73,0.2
e947b563eb744a21,Craig Jones,,,205,,,1991-07-17,0.0,0,0.0,0,0.0,0,0,0.0
f1fd494586ab8d5f,Antonio Jones,Doomsday,"5' 11""",185,,Orthodox,1985-04-12,7.5,55,30.0,42,0.0,0,0,0.0
ec23c1be628d8057,Trevin Jones,5 Star,"5' 7""",135,70,Southpaw,1990-08-04,2.13,37,4.29,39,0.62,15,60,0.2
08b01ed84044c6bc,Jacobi Jones,Big Toe,"5' 9""",155,72,Orthodox,1996-05-24,5.87,46,7.6,48,0.0,0,33,0.0
1a98c9dbb7fc3959,Jocelyn Jones-Lybarger,,"5' 7""",115,64,Orthodox,1985-10-04,2.96,31,4.83,56,0.34,25,81,0.0
02e52b3a595f0786,Kevin Jordan,The Shaman,"6' 3""",245,,Orthodox,1970-12-31,2.0,40,1.91,55,0.0,0,77,0.6
712c4db78b9373d1,Joe Jordan,,"5' 6""",155,,Orthodox,1978-07-27,1.85,25,4.27,59,0.0,0,66,0.0
ca2efc9d7d523c43,Shawn Jordan,The Savage,"6' 0""",260,75,Southpaw,1984-10-21,2.87,50,3.3,47,1.97,38,76,0.1
8ecb9f42da5ef5ac,Gareth Joseph,,,205,,,1984-09-28,0.0,0,0.0,0,0.0,0,0,0.0
19db7ac26308178f,Ivan Jorge,Batman,"5' 9""",155,73,Orthodox,1980-11-07,3.41,49,2.91,59,1.56,16,75,0.6
0b64d0fed453ef7f,Scott Jorgensen,Young Guns,"5' 5""",135,66,Orthodox,1982-09-17,3.37,40,3.41,65,2.61,45,59,0.7
34ca93f1791a5c50,Dwight Joseph,,"5' 6""",135,,Switch,1989-08-16,2.6,52,2.87,55,1.0,20,20,1.0
388abbf8832b5adf,Jeff Joslin,The Inferno,"6' 0""",170,,Orthodox,1975-04-30,2.17,39,1.57,65,0.5,33,64,0.5
cf65d56b0755ed3b,Alan Jouban,Brahma,"6' 0""",170,73,Southpaw,1981-11-25,5.67,50,3.77,60,0.51,44,58,0.3
4e06913c91da5200,Krzysztof Jotko,,"6' 1""",185,77,Southpaw,1989-08-19,2.98,42,2.23,57,1.33,39,82,0.1
91cd52cb92dfdd52,Louis Jourdain,The Mad Prince,"5' 9""",135,69,Orthodox,1997-03-13,7.32,49,2.44,54,0.0,0,66,1.4
f1d64ae34e088832,Charles Jourdain,Air,"5' 9""",135,69,Switch,1995-11-27,5.36,49,4.11,56,0.38,21,46,0.6
791367e8c35cfb6a,Dustin Joynson,,"6' 6""",244,78,Orthodox,1985-10-14,3.28,53,5.63,47,0.0,0,0,0.0
35080a7f406f9ab3,Mike Joy,,"5' 6""",155,,Southpaw,1985-07-18,0.57,33,1.71,47,0.78,33,0,2.3
dda15dbfafb792df,Kevin Jousset,Air,"6' 2""",170,75,Orthodox,1993-05-02,6.61,51,6.49,50,0.69,40,100,0.3
97f3692d5444a80a,Tony Juarez,,,155,,,,0.89,25,10.34,38,4.43,100,66,0.0
410898e8dd6ca9b6,Ernie Juarez,The Young Titan,"5' 8""",145,70,,1998-01-12,4.21,51,6.23,55,0.0,0,25,0.0
cd039ff136d89ded,Jesse Juarez,,"6' 1""",170,,Orthodox,1981-05-08,1.71,48,2.87,52,2.69,33,50,0.0
b35d1650c78c2948,Bu-Kyung Jung,,"5' 7""",154,,Orthodox,1978-05-26,0.63,36,1.85,56,1.1,75,0,1.5
4c288a2b250bb576,Luke Jumeau,The Jedi,"5' 11""",170,72,Orthodox,1988-02-12,2.93,43,3.17,58,0.25,100,86,0.0
6ece1d2ab1bed31d,Steve Judson,,"5' 11""",230,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
a72a2a769fa5a2be,Anshul Jubli,King of Lions,"6' 0""",155,69,Switch,1995-01-13,6.42,46,5.72,50,0.81,18,63,0.4
f1ab6f37492c630a,Carli Judice,Crispy,"5' 7""",115,68,Southpaw,1999-03-02,9.32,50,6.62,57,0.52,25,80,0.0
9e6cd25e0bd05e3d,Reginaldo Junior,The Beast,,170,,,1999-02-10,0.0,0,0.0,0,0.0,0,0,0.0
13104eaed3ae96c3,Young Sam Jung,,"5' 8""",139,,Orthodox,1985-10-27,0.53,9,2.79,63,0.0,0,0,2.0
74f9448b97bf8bec,Da Woon Jung,Sseda,"6' 4""",205,78,Orthodox,1993-12-07,3.24,40,4.23,49,1.59,47,75,0.2
c451d67c09c55418,Chan Sung Jung,The Korean Zombie,"5' 7""",145,72,Orthodox,1987-03-17,3.93,41,4.52,52,0.7,44,72,0.6
98a6b2361045898f,Dong Hyun Ma,Maestro,"5' 11""",155,70,Orthodox,1988-09-09,2.84,41,4.1,54,1.27,53,33,0.0
450bacdacd706bcd,Pawan Maan,,"5' 7""",155,70,Orthodox,1986-04-06,0.89,44,2.98,43,0.0,0,0,0.0
ac70a4f1db1b8c40,Scott Junk,,"6' 1""",265,,Orthodox,1978-12-17,5.13,60,1.81,45,0.0,0,0,0.0
ed74afc8b5b47a61,William Macario,Patolino,"5' 11""",170,75,Orthodox,1991-07-01,4.92,54,3.96,65,1.85,45,78,0.0
08e908ed6d18d6a0,Myles Jury,Fury,"5' 10""",145,73,Orthodox,1988-10-31,2.94,42,2.16,66,2.16,55,50,0.3
634bb0de2eb043b4,Cristiane Justino,Cyborg,"5' 8""",145,68,Orthodox,1985-07-09,7.28,52,2.25,64,0.66,55,94,0.4
f3388d2cf7ab3f64,Rob MacDonald,Maximus,"6' 3""",205,78,Orthodox,1978-09-05,1.8,50,2.04,46,7.19,80,80,5.4
2be6596a9db33bf5,Jason MacDonald,The Athlete,"6' 3""",185,80,Orthodox,1975-06-03,1.55,52,2.7,46,1.43,16,35,2.0
39831e62d12e7ad1,Clayton MacFarlane,,,170,,,,1.33,52,1.82,55,1.05,33,37,0.0
8cf90e41646491fd,Ilima Macfarlane,,"5' 4""",125,,,,4.13,43,2.93,65,0.0,0,50,1.0
35e1f9984ed64206,Ryan MacDonald,Main Event,"5' 11""",135,71,Switch,1993-03-18,2.28,29,6.49,45,0.0,0,0,0.0
dedc3bb440d09554,Anthony Macias,Mad Dog,"5' 9""",185,,Switch,1969-02-09,0.0,0,0.0,0,0.0,0,0,0.0
cbd5d3cdd862e90e,Rory MacDonald,Red King,"6' 0""",170,76,Orthodox,1989-07-22,3.75,42,2.8,62,1.77,47,88,0.4
a1a91dbf41a029c4,Valesca Machado,Tina Black,"5' 4""",115,63,Orthodox,1996-05-06,2.4,32,2.87,64,0.0,0,76,0.0
89839250eb25c9c1,Caio Machado,Bigfoot,"6' 4""",250,78,Southpaw,1994-07-20,5.82,53,2.87,63,0.0,0,82,0.0
442c9011034ae1fd,Ian Machado Garry,The Future,"6' 3""",170,74,Orthodox,1997-11-17,4.78,54,2.86,52,0.92,31,80,0.4
f7a7f7118d4b01b6,Lyoto Machida,The Dragon,"6' 1""",185,74,Southpaw,1978-05-30,2.59,53,1.57,61,1.21,65,75,0.4
cd7bafbeee1f29a0,War Machine,,"5' 11""",170,,Orthodox,1981-11-30,2.32,60,3.17,43,1.16,50,40,0.0
e88b83dea18f5d31,Pauline Macias,PITA,"5' 4""",115,64,Southpaw,1988-06-27,0.8,29,4.6,42,2.0,18,0,0.0
68c7ad953455c73f,Don Madge,Magic Man,"6' 0""",155,72,Southpaw,1990-11-12,2.08,52,0.74,67,2.22,25,80,0.7
e25bcbcdaf6537a1,Reza Madadi,Mad Dog,"5' 11""",155,73,Orthodox,1978-06-20,2.51,46,3.31,66,3.17,33,89,0.5
cc63a5f0089d8ba9,Victor Madrigal,Periquito,"5' 7""",135,71,Orthodox,1990-08-16,2.31,38,9.56,50,0.0,0,0,0.0
a8d521d913df4e31,Ryan Madigan,,"6' 0""",170,,Orthodox,,0.0,0,3.35,47,0.0,0,0,0.0
da0995f19b749cfa,Mark Madsen,The Olympian,"5' 8""",155,72,Orthodox,1984-09-23,3.56,49,3.97,52,2.86,66,62,0.0
7691a80e6ca3e55b,Jon Madsen,,"6' 0""",240,72,Orthodox,1980-02-12,2.46,41,1.18,81,1.32,71,70,0.0
8bbc0cfc01bc1ba1,Leonardo Mafra,Macarrao,"5' 10""",155,70,Orthodox,1989-04-25,4.55,48,4.38,43,2.12,83,69,0.4
a4bf17bd3ba3423b,Yoshiro Maeda,,"5' 7""",139,68,Southpaw,1981-10-31,2.36,33,2.55,63,2.93,51,50,0.7
1b583c64c23f0c7f,Vinicius Magalhaes,Draculinho,,145,,,1971-07-30,0.0,0,0.0,0,0.0,0,0,0.0
88a9bc81271ccd89,Vinny Magalhaes,Pezao,"6' 3""",205,75,Orthodox,1984-07-02,2.14,24,3.97,68,1.55,44,66,0.8
7a613f78dd7ee8f8,Bernardo Magalhaes,Trekko,"5' 9""",155,,Orthodox,1981-04-08,1.8,27,3.37,68,0.0,0,0,0.5
0c5c66ddd1886b83,Caio Magalhaes,Hellboy,"6' 1""",185,73,Orthodox,1987-12-14,2.27,40,2.78,56,1.05,15,58,1.6
8db1b36dde268ef6,Eric Magana,,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
2015c944226ad2df,Brandon Magana,,,170,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
e7e970d508529bf3,Ibragim Magomedov,,"6' 0""",250,,Orthodox,1975-06-08,0.26,4,3.86,42,0.0,0,0,0.0
d16373b3568678d4,Raimond Magomedaliev,,"6' 1""",170,75,Orthodox,1990-06-10,4.07,41,4.75,41,0.0,0,0,0.0
bd878a638e0e3be3,Angela Magana,Your Majesty,"5' 1""",115,65,Orthodox,1983-08-02,1.53,28,4.92,42,0.4,25,28,0.4
7ea1f74cef32f906,Rashid Magomedov,Highlander,"5' 9""",155,70,Orthodox,1984-11-29,4.4,49,3.05,54,0.67,57,89,0.2
369e1ce458ef50a6,Ruslan Magomedov,Leopard,"6' 3""",242,78,Orthodox,1986-11-26,4.02,47,1.47,66,0.33,100,88,0.0
84b3e7d38f2d2ec5,Neil Magny,The Haitian Sensation,"6' 3""",170,80,Orthodox,1987-08-03,3.4,46,2.44,51,2.17,39,55,0.3
36b8f265bcd1b7a4,Abus Magomedov,,"6' 2""",185,78,Orthodox,1990-09-02,3.06,48,3.34,56,2.5,59,100,0.6
06734ca9d88dec3a,Shara Magomedov,Bullet,"6' 2""",185,73,Orthodox,1994-05-16,5.55,62,3.62,45,0.0,0,73,0.0
d436f5d55156a521,Murtazali Magomedov,The Highlight,"5' 9""",145,70,Orthodox,1999-08-26,4.83,48,2.07,81,5.17,50,0,5.2
87aa9fb63d6b51a1,Zabit Magomedsharipov,,"6' 1""",145,73,Orthodox,1991-03-01,4.89,48,3.0,64,5.22,56,77,0.8
fb0b6593cec84356,Lolohea Mahe,,,,,,,1.71,29,6.92,40,2.44,40,0,0.0
1a7745388839e52b,John Maguire,The One,"5' 9""",155,69,Southpaw,1983-05-19,1.41,41,2.44,65,2.8,46,77,1.1
ae58685caf8e4a0d,Bill Mahood,The Butcher,"6' 3""",200,,Orthodox,1967-02-01,1.54,85,3.59,17,0.0,0,0,3.9
118463dd8db16e7f,Michelle Maher,,,145,,,,0.0,0,0.0,0,0.0,0,0,0.0
8c1ca54b5089d199,Maheshate,,"6' 0""",155,71,Orthodox,1999-12-01,3.96,31,5.96,51,0.0,0,47,0.0
7a9c1bb08a743d7f,Klayton Mai,,"5' 9""",125,,,1986-11-30,1.53,42,1.02,63,3.83,100,0,7.7
8e1f36476ef02a6a,Jennifer Maia,,"5' 4""",125,64,Orthodox,1988-10-06,4.35,38,4.52,55,0.42,27,58,0.1
03b1b79b34eaf217,Nayara Maia,Capita,"5' 5""",125,66,Orthodox,1990-07-25,0.6,36,3.33,43,1.0,33,0,1.0
427b5953ac8e3a27,Demian Maia,,"6' 1""",170,72,Southpaw,1977-11-06,1.8,43,2.07,63,2.49,24,61,1.0
df1e855932897f45,Yilizhati Maimaitijiang,,,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
b301292b1bc92bdb,Roshan Mainam,The Indian Notorious,,135,,,,0.0,0,0.0,0,0.0,0,0,0.0
938ad489fb7a1f31,Levan Makashvili,The Hornet,"5' 8""",145,68,Orthodox,1989-01-07,2.87,54,2.07,61,3.67,42,85,0.0
3d481aa374c954a1,Aliev Makhmud,,"5' 6""",195,,Southpaw,1970-02-13,1.12,30,2.24,36,2.1,50,0,0.0
c21a036b4e012f1c,John Makdessi,The Bull,"5' 8""",155,68,Orthodox,1985-05-03,5.52,49,4.15,68,0.0,0,86,0.0
275aca31f61ba28c,Islam Makhachev,,"5' 10""",170,70,Southpaw,1991-10-27,2.45,58,1.45,61,3.1,56,91,1.0
57ab4d7c0bc09a30,Zach Makovsky,Fun Size,"5' 4""",125,64,Southpaw,1983-04-19,1.94,43,2.24,62,3.71,30,56,0.3
7f1bf0c255ec8756,Azat Maksum,Qazaq,"5' 7""",125,70,Southpaw,1995-02-02,2.75,27,4.25,52,3.5,31,85,0.2
1fb80f46d3c105d9,Fabio Maldonado,Caipira de Aco,"6' 1""",205,75,Orthodox,1980-03-17,5.29,58,4.31,53,0.44,57,61,0.6
110404b505fb562c,Jeremy Malaterre,,"5' 11""",155,,,1987-03-05,0.0,0,0.0,0,0.0,0,0,0.0
d38e8c6ae2dfc051,Nazareno Malegarie,El Tigre,"5' 8""",155,,,1986-05-16,3.87,34,3.27,69,1.0,33,0,0.0
e5ce754b01f922be,Marvin Maldonado,The Bulldog,"5' 6""",135,,,,0.87,56,3.47,43,0.0,0,20,0.0
b60c980f79b87ce8,Bea Malecki,,"5' 9""",135,74,Orthodox,1991-08-23,6.84,46,6.96,62,0.0,0,78,1.1
6e9f40c706f91f32,Nate Maness,Mayhem,"5' 10""",125,72,Orthodox,1991-06-27,3.14,50,3.88,42,0.68,75,80,0.7
a314687f372b2cec,Carl Malenko,,"5' 11""",200,,Orthodox,1970-01-25,0.0,0,0.0,0,0.0,0,0,0.0
d4270315cbcf2569,Jacob Malkoun,Mamba,"5' 9""",185,73,Orthodox,1995-08-26,4.23,56,2.33,55,5.39,42,55,0.8
eefc73b53d4a05d7,Dan Manasoiu,,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
dd6103dd7127db1d,Mike Malott,Proper,"6' 1""",170,73,Orthodox,1991-11-07,4.02,48,3.09,56,1.63,50,57,0.7
1c0ffc63d8ec8f45,Gary Mangat,,"5' 7""",135,,,,0.0,0,0.0,0,0.0,0,0,0.0
